received_on,operator,volunteer,event_type,response_date,age,sex,duration,location,location_slug,location_type,latitude,longitude,topics_list,topics_count,topic_A1,topic_A2,topic_B1,topic_B2,topic_B3,topic_B4,topic_C1,topic_C2,topic_D1,topic_D2,topic_D3,topic_E1,topic_E10,topic_E2,topic_E3,topic_E4,topic_E5,topic_E6,topic_E7,topic_E8,topic_E9,topic_F1,topic_F10,topic_F11,topic_F12,topic_F2,topic_F3,topic_F4,topic_F5,topic_F6,topic_F7,topic_F8,topic_F9,topic_G1,topic_H1,topic_H2,topic_H3
2013-11-06T19:05:41,orange,sos,CALL_ME,2013-11-06T10:27:00,48,M,4,HAMDALLAYE,91094223,village,,,"A1, B1, B3",3,true,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06T19:05:45,orange,sos,CALL_ME,2013-11-06T12:39:00,25,M,3,LIBERTE-PLATEAU2,21091556,village,12.86,-7.56,"E5, E6",2,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,
2013-11-06T19:05:48,orange,sos,CALL_ME,2013-11-06T10:30:00,23,M,2,BAMAKO,90000000,region,,,"A2, E8",2,,true,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-08T09:20:16,malitel,sos,SMS_HOTLINE,2013-11-08T09:20:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-08T09:19:59.826000,orange,sos,RING,2013-11-08T09:19:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-08T09:26:02,malitel,sos,SMS_HOTLINE,2013-11-08T09:26:00,26,M,2,NANKOROLA,35035729,village,12.67,-5.75,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06T19:05:36,orange,sos,CALL_ME,2013-11-06T10:05:00,25,M,3,DISTRICT DE BAMAKO,91000000,cercle,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-08T09:43:53.089000,malitel,sos,RING,2013-11-08T09:43:00,37,M,3,SADIOLA-NETEKO,11049694,village,13.89,-11.69,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06T19:05:51,orange,sos,CALL_ME,2013-11-06T10:05:00,22,M,3,COMMUNE 1,91091000,commune,,,E10,1,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T09:50:01.324000,orange,sos,RING,2013-11-08T09:50:00,42,M,3,HAMDALAYE,35091397,village,12.39,-5.47,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06T19:06:33.144000,orange,sos,RING,2013-11-06T09:06:00,24,M,4,COMMUNE 1,91091000,commune,,,"B1, E3",2,,,true,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T10:00:02,malitel,sos,SMS_HOTLINE,2013-11-08T10:00:00,20,M,2,BANDIAGARA,52091001,village,14.35,-3.61,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06T19:06:34,orange,sos,CALL_ME,2013-11-06T11:06:00,23,M,3,COMMUNE 2,91092000,commune,,,B1,1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T10:19:14.085000,malitel,sos,RING,2013-11-08T10:19:00,46,M,2,BAGADADJI,41091056,village,13.42,-6.29,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-06T19:06:45,orange,sos,CALL_ME,2013-11-06T11:06:00,22,M,3,DISTRICT DE BAMAKO,91000000,cercle,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-08T10:00:20.094000,orange,sos,RING,2013-11-08T10:33:00,18,M,3,FOULASSO,31091214,village,,,B1,1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06T19:06:47,orange,sos,CALL_ME,2013-11-06T12:06:00,24,M,3,COMMUNE 1,91091000,commune,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-06T19:06:56,orange,sos,CALL_ME,2013-11-06T12:15:00,21,M,3,,,,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-06T19:07:12,orange,sos,CALL_ME,2013-11-06T13:07:00,21,M,3,KOLOKANI,26000000,cercle,,,"A1, E8",2,true,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-06T19:07:29,malitel,sos,SMS_HOTLINE,2013-11-06T13:19:00,23,F,3,BANCONI,91091001,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-06T19:07:11,orange,sos,CALL_ME,2013-11-06T14:12:00,24,M,23,KOROFINA NORD,91091556,village,,,"A1, E8",2,true,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-06T19:08:43,orange,sos,SMS_HOTLINE,2013-11-06T14:27:00,21,F,3,COMMUNE 1,91091000,commune,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06T19:06:33,orange,sos,CALL_ME,2013-11-06T11:06:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T19:05:49,orange,sos,RING,2013-11-06T11:05:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T19:07:05,orange,sos,CALL_ME,2013-11-06T11:07:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T20:21:10,orange,sos,CALL_ME,2013-11-06T20:21:00,25,M,2,KOULIKORO,20000000,region,,,"E6, H3",2,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,true
2013-11-06T20:31:23.851000,orange,sos,RING,2013-11-06T14:31:00,32,F,3,TASSAKANE,61001753,village,16.65,-3.12,"E5, E6",2,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,
2013-11-06T20:29:47,orange,sos,CALL_ME,2013-11-06T11:29:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T20:33:39.430000,orange,sos,RING,2013-11-06T11:33:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T21:09:56,orange,sos,CALL_ME,2013-11-06T11:09:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T21:10:00,orange,sos,CALL_ME,2013-11-06T11:10:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T21:09:59,orange,sos,CALL_ME,2013-11-06T11:09:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T21:10:00,orange,sos,CALL_ME,2013-11-06T11:10:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T21:09:57,orange,sos,CALL_ME,2013-11-06T11:09:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-06T21:45:48.342000,malitel,sos,RING,2013-11-06T11:45:00,,U,0,,,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-07T08:43:31.714000,malitel,sos,RING,2013-11-07T08:43:00,25,F,3,DOUMAZANA,91091334,village,,,"A1, B1",2,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T09:44:19,malitel,sos,SMS_HOTLINE,2013-11-08T09:44:00,25,M,2,BOROKOBA,33028001,village,10.69,-5.76,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-08T10:34:48.869000,orange,sos,RING,2013-11-08T10:34:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-08T10:40:43.802000,orange,sos,RING,2013-11-08T10:40:00,26,M,3,DOMBA,32019291,village,11.73,-6.89,"E8, H2",2,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,true,
2013-11-08T10:46:23,orange,sos,CALL_ME,2013-11-08T10:46:00,19,M,2,KALABANCOURA,91095397,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-08T10:47:59.694000,orange,sos,RING,2013-11-08T10:47:00,29,F,2,WAYERMAII,31091932,village,11.33,-5.66,E6,1,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,
2013-11-08T11:03:06,orange,sos,SMS_HOTLINE,2013-11-08T11:03:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-08T11:12:25.493000,orange,sos,RING,2013-11-08T11:12:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-08T11:39:29,orange,sos,CALL_ME,2013-11-08T11:39:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-08T11:26:48,malitel,sos,SMS_HOTLINE,2013-11-08T11:26:00,18,M,3,GOUMERA,11093001,village,14.56,-11.3,"E1, F9",2,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-08T11:28:38,malitel,sos,SMS_HOTLINE,2013-11-08T11:28:00,22,M,3,SIODO,23019011,village,12.63,-7.28,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T12:41:31,orange,sos,CALL_ME,2013-11-08T13:13:00,32,M,2,BADALABOUGOU,91095100,village,,,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-08T12:43:48.101000,orange,sos,RING,2013-11-08T12:43:00,,U,1,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-08T12:57:07,malitel,sos,SMS_HOTLINE,2013-11-08T13:17:00,20,M,2,KOUTIALA,35000000,cercle,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T13:13:07.154000,malitel,sos,RING,2013-11-08T13:22:00,20,M,2,BADALABOUGOU,91095100,village,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T13:19:01.322000,orange,sos,RING,2013-11-08T13:52:00,23,F,2,COMMUNE DE TOMBOUCTOU,61091000,commune,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-08T13:25:13.481000,orange,sos,RING,2013-11-08T13:41:00,36,F,2,LAFIABOUGOU,91094445,village,,,F2,1,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,
2013-11-08T13:30:55,orange,sos,CALL_ME,2013-11-08T13:47:00,24,M,1,8E OU BOULGOUNDJE ET CHATEAU,71091694,village,16.26,-0.06,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-08T13:53:53.083000,orange,sos,RING,2013-11-08T14:29:00,19,M,2,DIELIBOUGOU,91091223,village,,,E3,1,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T14:15:16.825000,orange,sos,RING,2013-11-08T14:34:00,34,M,3,SANGAREBOUGOU,25061001,village,12.68,-7.93,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T14:17:42.353000,orange,sos,RING,2013-11-08T14:44:00,27,M,1,BADALABOUGOU,91095100,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08T14:55:02,orange,sos,SMS_HOTLINE,2013-11-08T14:55:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T10:22:51.038000,orange,sos,RING,2013-11-09T10:22:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T09:29:08.763000,orange,sos,RING,2013-11-09T11:26:00,21,M,2,MISSION,25091541,village,12.75,-7.07,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T09:37:48.797000,orange,sos,RING,2013-11-09T11:33:00,33,M,5,MAGNAMBOUGOU,91096298,village,,,F3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,
2013-11-09T09:48:57.940000,orange,sos,RING,2013-11-09T09:48:00,,U,1,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T10:46:03.020000,orange,sos,RING,2013-11-09T11:46:00,21,F,1,LAFIABOUGOU,91094445,village,,,"A2, E9",2,,true,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-09T10:53:57,orange,sos,CALL_ME,2013-11-09T11:53:00,25,M,2,MISSIRA,91092541,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T10:57:41.262000,orange,sos,RING,2013-11-09T11:57:00,25,M,2,BACO-DJIKORONI,91095001,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-09T09:22:59.417000,orange,sos,RING,2013-11-09T11:20:00,24,M,3,COMMUNE DE TOMBOUCTOU,61091000,commune,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T09:25:24.051000,malitel,sos,RING,2013-11-09T09:44:00,18,M,1,BOUKA-WERE,45001999,village,14.63,-5.86,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T09:19:50.642000,malitel,sos,RING,2013-11-09T09:19:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T10:15:57.244000,malitel,sos,RING,2013-11-09T09:44:00,19,F,1,BANCONI,91091001,village,,,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-09T12:53:02,malitel,sos,RING,2013-11-09T09:56:00,22,M,2,TACHIBANA 1,64055871,village,,,E2,1,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T11:10:07,orange,sos,SMS_HOTLINE,2013-11-09T11:10:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T11:12:18,orange,sos,CALL_ME,2013-11-09T12:02:00,25,F,1,NIOMIRAMBOUGOU,91093606,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T11:13:02,orange,sos,CALL_ME,2013-11-09T12:14:00,23,M,2,5E QUARTIER OU DIOULA,71091397,village,16.28,-0.05,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-09T11:21:46,orange,sos,CALL_ME,2013-11-09T12:18:00,18,F,1,SOMONO,41091936,village,13.45,-6.26,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-09T11:30:35.239000,orange,sos,RING,2013-11-09T12:32:00,32,M,1,SANOUBOUGOU,31091782,village,11.31,-5.66,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T11:41:40.851000,orange,sos,RING,2013-11-09T12:43:00,28,M,2,BANANKABOUGOU,91096001,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T11:54:04.879000,orange,sos,RING,2013-11-09T12:54:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T12:05:38,orange,sos,CALL_ME,2013-11-09T12:05:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T12:06:43,orange,sos,CALL_ME,2013-11-09T13:00:00,26,M,1,2E QUARTIER OU GADEYE,71091100,village,16.29,-0.04,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-09T11:52:59.350000,malitel,sos,RING,2013-11-09T14:17:00,24,M,1,HAMDALLAYE,91094223,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T12:02:03.113000,malitel,sos,RING,2013-11-09T12:51:00,30,M,1,BEREMA,14057964,village,12.64,-11.39,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T12:37:47.230000,orange,sos,RING,2013-11-09T14:37:00,24,M,1,N'DOLLA,45036800,village,14.16,-5.93,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-09T13:03:17.515000,orange,sos,RING,2013-11-09T14:32:00,41,F,2,MOURDIA K17,45036471,village,14.18,-6.03,"A2, E1",2,,true,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T13:18:24,orange,sos,CALL_ME,2013-11-09T13:18:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T13:27:09.268000,orange,sos,RING,2013-11-09T14:27:00,18,F,1,YIRIMADJO,91096892,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T13:30:03.151000,orange,sos,RING,2013-11-09T14:29:00,30,M,1,FALADIE,91096199,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T14:40:07.899000,orange,sos,RING,2013-11-09T14:51:00,24,M,2,SEGOU KOURA SOMONO,41091771,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-09T14:59:18,orange,sos,CALL_ME,2013-11-09T14:59:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T14:32:28.576000,orange,sos,RING,2013-11-09T15:10:00,19,M,1,KAYES-N^DI,11091001,village,14.46,-11.44,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-09T15:02:28,orange,sos,SMS_HOTLINE,2013-11-09T15:18:00,36,M,1,BANCONI,91091001,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-09T15:05:38.654000,orange,sos,RING,2013-11-09T15:21:00,22,F,3,NIAMAKORO,91096496,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T15:12:03.186000,orange,sos,RING,2013-11-09T15:46:00,22,M,2,KABALA,25029167,village,12.53,-8.04,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T15:14:40.078000,orange,sos,RING,2013-11-09T15:49:00,31,M,3,BANCONI,91091001,village,,,B1,1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T15:19:16,orange,sos,CALL_ME,2013-11-09T15:53:00,30,M,4,BINDANGALAN,14008077,village,12.61,-10.94,F6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,
2013-11-09T15:23:33,orange,sos,CALL_ME,2013-11-09T15:59:00,20,M,3,FATEGUELA,31069001,village,11.76,-6.06,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T13:38:31.088000,orange,sos,RING,2013-11-09T16:00:00,29,M,2,SEBELE,25029002,village,12.57,-7.89,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-09T13:53:32.584000,orange,sos,RING,2013-11-09T16:03:00,16,M,1,SEMESSO,35005667,village,12.21,-5.77,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-09T14:14:59,orange,sos,CALL_ME,2013-11-09T14:14:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T14:17:36.248000,orange,sos,RING,2013-11-09T16:06:00,32,M,3,DIELIBOUGOU,91091223,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T15:52:23.424000,orange,sos,RING,2013-11-09T15:27:00,28,M,4,TAIKIRI,51091694,village,14.48,-4.18,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T16:08:35.228000,orange,sos,RING,2013-11-09T16:08:00,23,F,1,KOUSSANE,11034386,village,14.88,-11.24,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T16:17:26.407000,orange,sos,RING,2013-11-09T16:17:00,46,M,1,KOROFINA NORD,91091556,village,,,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-09T16:32:31,orange,sos,CALL_ME,2013-11-09T17:03:00,28,M,3,SEBENINKORO,91094667,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T16:36:44.743000,orange,sos,RING,2013-11-09T16:36:00,35,F,2,KOULOUBA/KOULOUBA-VILLAGE,91093551,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T14:43:22.581000,orange,sos,RING,2013-11-09T17:09:00,25,M,1,SIKORONI (MEKIN SICORO),91091778,village,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-09T17:16:34.481000,malitel,sos,RING,2013-11-09T17:16:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T20:55:19,orange,sos,CALL_ME,2013-11-10T09:35:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T20:55:17,orange,sos,CALL_ME,2013-11-10T09:35:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T20:55:28.814000,orange,sos,RING,2013-11-10T20:55:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T20:55:46,orange,sos,CALL_ME,2013-11-10T09:39:00,18,M,3,SEVARE,51091595,village,14.53,-4.09,"E1, E8",2,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T20:55:49,orange,sos,CALL_ME,2013-11-10T09:43:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T20:56:05.539000,orange,sos,RING,2013-11-10T09:43:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T20:56:08,orange,sos,CALL_ME,2013-11-10T09:44:00,20,M,1,KALABANCORO,25029250,village,12.57,-8.03,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-09T20:56:21,orange,sos,CALL_ME,2013-11-10T09:48:00,19,M,3,KALABANCORO,25029250,village,12.57,-8.03,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T20:56:41,orange,sos,CALL_ME,2013-11-10T09:52:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T20:58:29,orange,sos,CALL_ME,2013-11-10T09:53:00,37,F,2,N'KOIN,32001002,village,10.86,-7.33,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T21:03:16,orange,sos,CALL_ME,2013-11-10T09:58:00,18,M,2,DJIKORONI-PARA,91094001,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-09T21:04:55,orange,sos,CALL_ME,2013-11-10T09:58:00,18,F,2,ANDERAMBOUKANE,74001001,village,15.42,-3.03,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-09T21:09:07.219000,orange,sos,RING,2013-11-10T10:03:00,13,F,1,BANAKORO,15047128,village,13.15,-9.13,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-09T21:40:28.007000,orange,sos,RING,2013-11-10T10:03:00,18,M,4,DIALAFARA KAMA,14015281,village,13.43,-11.43,F1,1,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
2013-11-09T21:42:24,orange,sos,CALL_ME,2013-11-10T10:03:00,21,M,2,KALABANCOURA,91095397,village,,,"E1, E8",2,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-09T21:50:24.474000,orange,sos,RING,2013-11-10T10:13:00,32,M,5,ADARMALANE KEL IWATANE,63001001,village,16.65,-4.15,"B1, C1, E5, H1",4,,,true,,,,true,,,,,,,,,,true,,,,,,,,,,,,,,,,,,true,,
2013-11-09T22:24:49,orange,sos,CALL_ME,2013-11-10T10:19:00,26,M,1,KALABANCORO,25029250,village,12.57,-8.03,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-09T22:51:53,orange,sos,CALL_ME,2013-11-09T22:51:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T22:58:26.916000,orange,sos,RING,2013-11-09T22:58:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-10T00:01:17,orange,sos,CALL_ME,2013-11-10T10:22:00,19,M,4,ALPHAHOU-ABARBOUCH,63011001,village,16.64,-3.75,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-09T17:24:49.127000,orange,sos,RING,2013-11-10T10:32:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T18:51:36.154000,orange,sos,RING,2013-11-10T18:51:00,,U,0,,,,,,"B2, H2",2,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-09T18:58:42.554000,orange,sos,RING,2013-11-10T09:39:00,15,M,1,BANCONI,91091001,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09T19:22:04.616000,orange,sos,RING,2013-11-10T09:34:00,45,M,1,YIRIMADJO,91096892,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-09T19:36:14.348000,orange,sos,RING,2013-11-10T09:44:00,29,M,1,SIRAKORO-SAMOU,31023745,village,11.03,-6.27,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
