received_on,operator,volunteer,event_type,response_date,age,sex,duration,location,location_slug,location_type,latitude,longitude,topics_list,topics_count,topic_A1,topic_A2,topic_B1,topic_B2,topic_B3,topic_B4,topic_C1,topic_C2,topic_D1,topic_D2,topic_D3,topic_E1,topic_E10,topic_E2,topic_E3,topic_E4,topic_E5,topic_E6,topic_E7,topic_E8,topic_E9,topic_F1,topic_F10,topic_F11,topic_F12,topic_F2,topic_F3,topic_F4,topic_F5,topic_F6,topic_F7,topic_F8,topic_F9,topic_G1,topic_H1,topic_H2,topic_H3
2013-11-01T10:42:42.420000,orange,sos,RING,2013-11-01T10:42:00,,U,0,,,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-02T15:51:19.505000,orange,sos,RING,2013-11-03T13:21:00,38,M,2,SEBENINKORO,91094667,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-02T15:48:53.431000,orange,sos,RING,2013-11-03T13:15:00,23,M,48,,,,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T15:37:54.956000,orange,sos,RING,2013-11-03T13:09:00,28,M,3,SÉGOU,40000000,region,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-02T15:32:19.418000,orange,sos,RING,2013-11-03T13:05:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T15:06:19,orange,sos,CALL_ME,2013-11-03T13:04:00,3,M,3,ABARADJO,61091001,village,16.78,-3.01,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T14:42:29.942000,orange,sos,RING,2013-11-03T13:00:00,21,F,4,NIAMANA,25029582,village,12.56,-7.86,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T13:20:26,orange,sos,RING,2013-11-03T12:53:00,18,M,4,NIORO-MADINA,16091761,village,15.17,-9.6,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-02T13:14:23,orange,sos,CALL_ME,2013-11-03T12:44:00,18,M,2,SINKOROKORO,25001776,village,12.77,-7.68,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-02T12:36:18.908000,orange,sos,RING,2013-11-03T12:36:00,18,U,0,,,,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T12:08:07.298000,orange,sos,RING,2013-11-03T12:08:00,18,U,0,,,,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T11:53:17.015000,orange,sos,RING,2013-11-03T12:40:00,34,M,1,1E QUARTIER (CM),71091001,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-03T11:41:34.643000,orange,sos,RING,2013-11-03T12:30:00,20,F,3,COMMUNE URBAINE DE KOULIKORO,21091000,commune,,,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-02T10:48:30.305000,orange,sos,RING,2013-11-03T12:35:00,20,M,4,KALABANCOURA,91095397,village,,,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-02T10:46:29,orange,sos,CALL_ME,2013-11-02T12:25:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T10:16:32,orange,sos,CALL_ME,2013-11-02T10:16:00,18,M,3,BOKOSSONI,46052001,village,13.25,-4.87,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T09:45:16.548000,orange,sos,RING,2013-11-03T11:40:00,41,M,3,KOLIMA,45029496,village,15.38,-5.48,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T09:27:37.693000,orange,sos,RING,2013-11-03T11:35:00,31,M,2,SABALIBOUGOU,91095694,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T08:56:35,orange,sos,CALL_ME,2013-11-02T11:33:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T08:15:44,orange,sos,CALL_ME,2013-11-03T08:15:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T08:07:15.428000,orange,sos,RING,2013-11-03T11:27:00,25,M,1,HAMDALLAYE,91094223,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-03T07:39:01,orange,sos,CALL_ME,2013-11-03T07:39:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-01T22:53:52,orange,sos,SMS_HOTLINE,2013-11-01T22:53:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-01T22:56:07,orange,sos,SMS_HOTLINE,2013-11-01T10:50:00,22,M,1,MEDINA-COURA,91092451,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-02T21:37:00,orange,sos,SMS_HOTLINE,2013-11-03T12:58:00,44,F,1,HIPPODROME,91092361,village,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-02T20:26:51.041000,orange,sos,RING,2013-11-03T13:02:00,28,M,2,COMMUNE DE TOMBOUCTOU,61091000,commune,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-03T10:14:29.198000,orange,sos,RING,2013-11-03T13:14:00,28,M,2,ABARADJO,61091001,village,16.78,-3.01,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-03T10:19:40,orange,sos,CALL_ME,2013-11-03T13:05:00,32,M,2,MISSABOUGOU,91096397,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-03T10:34:10.631000,orange,sos,RING,2013-11-03T13:09:00,35,M,2,SABALIBOUGOU,91095694,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-02T11:35:51.604000,orange,sos,RING,2013-11-03T10:27:00,20,F,3,FASSA,21023271,village,13.18,-7.67,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-03T12:57:03,orange,sos,CALL_ME,2013-11-03T09:02:00,,U,1,,,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-03T14:08:20.414000,orange,sos,RING,2013-11-03T14:08:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T11:37:53.840000,malitel,sos,RING,2013-11-03T11:37:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T11:59:39.226000,malitel,sos,RING,2013-11-03T09:07:00,19,M,1,DAG-DAG,11016167,village,14.59,-11.43,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-03T12:59:30,malitel,sos,SMS_HOTLINE,2013-11-03T09:09:00,21,F,7,NIAMAKORO,91096496,village,,,"E6, E9, F1",3,,,,,,,,,,,,,,,,,,true,,,true,true,,,,,,,,,,,,,,,
2013-11-02T22:30:14.637000,malitel,sos,RING,2013-11-03T10:33:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T13:02:44.741000,malitel,sos,RING,2013-11-03T10:34:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T13:19:50.956000,malitel,sos,RING,2013-11-03T09:22:00,23,M,2,BADALABOUGOU,91095100,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-03T17:07:24.944000,malitel,sos,RING,2013-11-03T17:07:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T18:05:40.157000,malitel,sos,RING,2013-11-03T18:05:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T22:43:38.036000,malitel,sos,RING,2013-11-03T22:43:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T17:51:19.855000,orange,sos,RING,2013-11-04T09:27:00,25,M,3,DJECOUNANDI OURO,65056163,village,15.64,-3.87,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03T19:41:35.396000,orange,sos,RING,2013-11-04T09:32:00,35,M,1,DIELIBOUGOU,91091223,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-03T19:46:15.491000,orange,sos,RING,2013-11-04T09:36:00,23,M,2,BACO-DJIKORONI,91095001,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-03T19:46:23.790000,orange,sos,RING,2013-11-03T19:46:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-01T22:53:45.533000,malitel,sos,RING,2013-11-03T12:16:00,20,M,3,BANDIAGARA,52091001,village,14.35,-3.61,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-02T19:34:04.301000,orange,sos,RING,2013-11-03T12:49:00,21,M,1,SEBENINKORO,91094667,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-02T14:36:25,malitel,sos,SMS_HOTLINE,2013-11-03T13:04:00,20,M,1,FADJIGUILA,91091445,village,,,"E3, E4",2,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,
2013-11-02T21:06:49.953000,malitel,sos,RING,2013-11-03T12:57:00,21,M,1,BOUGOUNI,32000000,cercle,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T21:36:27.168000,malitel,sos,RING,2013-11-03T13:00:00,20,M,1,DIO-VILLAGE,25019249,village,12.82,-8.27,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T21:37:13.879000,malitel,sos,RING,2013-11-03T13:02:00,22,M,1,ANAM0LA,56056062,village,13.96,-2.95,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-02T21:37:33,malitel,sos,SMS_HOTLINE,2013-11-03T13:11:00,28,M,2,PELENGANA-WERE,41039799,village,13.42,-6.23,"E1, F12, F2",3,,,,,,,,,,,,true,,,,,,,,,,,,,true,true,,,,,,,,,,,
2013-11-02T21:37:55.038000,malitel,sos,RING,2013-11-03T13:24:00,32,F,1,KATI-KORO,25091271,village,12.74,-8.07,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-02T21:38:27.571000,malitel,sos,RING,2013-11-03T13:27:00,19,M,1,HAMDALLAYE,91094223,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-02T21:39:16,malitel,sos,SMS_HOTLINE,2013-11-03T13:31:00,18,F,2,BANCO,23001001,village,12.1,-6.52,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-02T21:39:26,malitel,sos,SMS_HOTLINE,2013-11-03T09:18:00,23,M,1,BADABALA,31091025,village,11.34,-5.77,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-02T21:43:17,malitel,sos,SMS_HOTLINE,2013-11-03T21:43:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T21:43:38,malitel,sos,SMS_HOTLINE,2013-11-03T21:43:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T21:46:12.670000,malitel,sos,RING,2013-11-03T21:46:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T21:50:54.669000,malitel,sos,RING,2013-11-03T21:50:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T22:04:57.002000,malitel,sos,RING,2013-11-03T22:04:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T22:06:53,malitel,sos,SMS_HOTLINE,2013-11-03T22:06:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T13:02:04.766000,malitel,sos,RING,2013-11-03T13:02:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T01:16:35.991000,malitel,sos,RING,2013-11-03T09:26:00,,U,2,,,,,,"E1, H3",2,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-02T16:29:14.403000,orange,sos,RING,2013-11-02T16:29:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T19:34:03,orange,sos,CALL_ME,2013-11-03T10:34:00,19,M,2,MOPTI,50000000,region,,,E10,1,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T19:52:36,orange,sos,CALL_ME,2013-11-03T10:52:00,23,M,4,KALABANCORO,25029000,commune,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02T21:36:09.692000,orange,sos,RING,2013-11-03T10:42:00,19,M,1,FLABOUGOU-DAOUDABOUGOU,91095199,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-02T21:36:24.484000,orange,sos,RING,2013-11-03T21:36:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T21:36:46,orange,sos,CALL_ME,2013-11-03T10:56:00,29,F,1,SÉGOU,40000000,region,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-02T21:37:12,orange,sos,CALL_ME,2013-11-03T10:31:00,20,F,1,QUARTIER MALI,91095496,village,,,"F9, H2",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,true,
2013-11-02T21:38:36.905000,orange,sos,RING,2013-11-03T11:02:00,22,F,1,KATIBOUGOU,21091001,village,12.85,-7.54,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-02T21:42:10,orange,sos,SMS_HOTLINE,2013-11-03T11:07:00,46,M,2,KOSSOUROUNA,35001001,village,12.36,-6.02,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-02T21:56:11.696000,orange,sos,RING,2013-11-03T21:56:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-02T22:18:15,orange,sos,SMS_HOTLINE,2013-11-03T11:13:00,32,M,2,GAFITI,55011285,village,15.16,-2.87,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-02T23:02:59.467000,orange,sos,RING,2013-11-03T23:02:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T00:40:12,orange,sos,CALL_ME,2013-11-03T00:40:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T07:13:02.197000,orange,sos,RING,2013-11-03T11:24:00,20,F,2,KOULIKORO GARE1,21091223,village,12.87,-7.55,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-03T19:58:43.366000,orange,sos,RING,2013-11-05T19:58:00,31,M,2,BAYE,14001001,village,12.83,-11.02,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-04T13:59:33,orange,sos,SMS_HOTLINE,2013-11-05T09:22:00,,F,1,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T09:05:46.578000,orange,sos,RING,2013-11-05T09:30:00,35,M,3,KOUZINA,62019661,village,16.37,-3.17,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-03T19:50:07,orange,sos,CALL_ME,2013-11-05T10:24:00,20,F,3,DOUMAZANA,91091334,village,,,"E1, E7",2,,,,,,,,,,,,true,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-04T15:41:42.124000,orange,sos,RING,2013-11-05T15:41:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T09:26:43.672000,orange,sos,RING,2013-11-05T09:34:00,18,F,11,ALLAYE KOIRA,61029446,village,16.7,-2.87,"B1, B2, B3",3,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04T16:10:15.162000,orange,sos,RING,2013-11-05T16:10:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T19:47:54,orange,sos,CALL_ME,2013-11-03T19:47:00,24,M,2,DARSALAM,91093331,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04T19:05:28,orange,sos,CALL_ME,2013-11-05T10:02:00,18,M,1,DIRGA,72037882,village,15.17,-0.71,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04T20:37:24,orange,sos,CALL_ME,2013-11-05T20:37:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:10:39.589000,orange,sos,RING,2013-11-05T10:07:00,,M,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:10:46.475000,orange,sos,RING,2013-11-05T10:09:00,,F,34,DISTRICT DE BAMAKO,91000000,cercle,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04T21:10:56.059000,orange,sos,RING,2013-11-05T12:10:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:11:12.755000,orange,sos,RING,2013-11-05T21:11:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:11:39.458000,orange,sos,RING,2013-11-05T10:14:00,30,M,1,SOMO,46052748,village,13.24,-4.78,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-04T21:11:47,orange,sos,CALL_ME,2013-11-05T21:11:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:11:52.411000,orange,sos,RING,2013-11-05T10:17:00,,F,44,,,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-04T21:11:58,orange,sos,CALL_ME,2013-11-05T10:17:00,19,M,2,DJENNE,54091181,village,13.91,-4.56,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-04T21:12:39,orange,sos,CALL_ME,2013-11-04T21:12:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:13:08.814000,orange,sos,RING,2013-11-05T21:13:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T15:17:44.148000,malitel,sos,RING,2013-11-05T15:17:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T19:15:03.016000,malitel,sos,RING,2013-11-05T19:15:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:22:52.427000,malitel,sos,RING,2013-11-05T21:22:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:35:26.827000,malitel,sos,RING,2013-11-05T10:25:00,,U,1,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-05T08:28:59.621000,malitel,sos,RING,2013-11-05T10:40:00,23,F,2,SEVARE,51091595,village,14.53,-4.09,E6,1,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,
2013-11-05T09:55:40.332000,malitel,sos,RING,2013-11-05T10:34:00,32,M,3,SEVARE,51091595,village,14.53,-4.09,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04T21:13:14,orange,sos,CALL_ME,2013-11-05T11:13:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:13:27,orange,sos,CALL_ME,2013-11-05T10:43:00,29,M,2,FALADIE,91096199,village,,,E6,1,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,
2013-11-04T21:13:42,orange,sos,SMS_HOTLINE,2013-11-05T10:48:00,23,M,2,BANCONI,91091001,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04T21:14:11,orange,sos,CALL_ME,2013-11-05T10:14:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:14:30,orange,sos,CALL_ME,2013-11-05T21:14:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:16:48,orange,sos,CALL_ME,2013-11-04T21:16:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T21:17:09,orange,sos,CALL_ME,2013-11-05T10:57:00,26,M,1,BAMAKO-COURA,91093166,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-04T21:36:31,orange,sos,CALL_ME,2013-11-05T10:54:00,25,M,1,FALADIE,91096199,village,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04T21:48:19.645000,orange,sos,RING,2013-11-05T11:07:00,26,M,4,DJIKORONI-PARA,91094001,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04T21:49:39.831000,orange,sos,RING,2013-11-05T21:49:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-01T17:37:51.777000,orange,sos,RING,2013-11-05T11:12:00,23,M,2,BOULKASSOUMBOUGOU,91091112,village,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-05T02:05:30,orange,sos,CALL_ME,2013-11-05T13:05:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-05T06:55:17,orange,sos,CALL_ME,2013-11-05T11:15:00,,U,10,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-04T11:56:21,orange,sos,CALL_ME,2013-11-04T11:56:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-05T09:56:47.568000,orange,sos,RING,2013-11-05T11:25:00,17,M,2,LAFIABOUGOU,91094445,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03T07:09:59.853000,malitel,sos,RING,2013-11-03T07:09:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T08:28:35.812000,malitel,sos,RING,2013-11-03T08:28:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-03T08:56:20.478000,malitel,sos,RING,2013-11-03T09:42:00,24,M,1,MEDINA-COURA,91092451,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03T09:04:09,malitel,sos,SMS_HOTLINE,2013-11-03T09:45:00,19,M,1,KOUNBE,35091997,village,12.42,-5.52,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-03T09:21:50.389000,malitel,sos,RING,2013-11-03T09:21:00,44,M,3,BEBE,42001047,village,13.11,-6.79,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01T22:54:56,orange,sos,CALL_ME,2013-11-03T10:28:00,29,M,1,KISSAKORO,23004001,village,12.31,-6.45,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01T22:54:50,orange,sos,CALL_ME,2013-11-03T10:25:00,26,M,1,FALA,21091058,village,12.87,-7.62,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-01T22:14:48.392000,orange,sos,RING,2013-11-03T10:03:00,33,M,1,NIAMAKORO,91096496,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-01T22:54:00,orange,sos,CALL_ME,2013-11-03T09:54:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-01T22:54:04,orange,sos,CALL_ME,2013-11-03T10:07:00,19,F,1,DIELIBOUGOU,91091223,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01T22:54:06,orange,sos,CALL_ME,2013-11-03T10:12:00,18,F,1,DIELIBOUGOU,91091223,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-01T22:54:11,orange,sos,CALL_ME,2013-11-03T09:54:00,,U,0,,,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-01T22:54:29,orange,sos,CALL_ME,2013-11-03T22:54:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-01T22:54:32,orange,sos,CALL_ME,2013-11-03T22:54:00,,U,0,,,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-01T22:54:35,orange,sos,CALL_ME,2013-11-03T22:54:00,,U,0,,,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-11-01T22:54:43,orange,sos,CALL_ME,2013-11-01T22:54:00,18,M,49,SEVARE,51091595,village,14.53,-4.09,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
